-0.5,-4.5596,0.021156,-0.023967,3.2169
-0.5,-3.7306,0.017383,-0.017853,3.1965
-0.5,-2.9016,0.012929,-0.013085,3.1804
-0.5,-2.0726,0.0083223,-0.0083774,3.17
-0.5,-1.2435,0.0037269,-0.003781,3.1673
-0.5,-0.41451,-0.00037929,0.00030897,3.1344
-0.5,0.41451,-0.0046449,0.0046537,2.7891
-0.5,1.2435,-0.0092859,0.0092584,0.037095
-0.5,2.0726,-0.013926,0.013958,-0.0031668
-0.5,2.9016,-0.018463,0.018672,-0.032821
-0.5,3.7306,-0.022854,0.023549,-0.062108
-0.5,4.5596,-0.026844,0.028691,-0.095778
-1,-4.5596,0.018721,-0.020425,3.2018
-1,-3.7306,0.014672,-0.014962,3.1832
-1,-2.9016,0.01015,-0.010238,3.1698
-1,-2.0726,0.0055351,-0.0055742,3.1614
-1,-1.2435,0.0015036,-0.001523,3.1523
-1,-0.41451,-0.0029222,0.0028593,3.1146
-1,0.41451,-0.0074402,0.0074382,3.0626
-1,1.2435,-0.012072,0.012021,0.128
-1,2.0726,-0.016762,0.016751,-0.0042106
-1,2.9016,-0.021247,0.02152,-0.043485
-1,3.7306,-0.02553,0.026469,-0.078423
-1,4.5596,-0.029425,0.031773,-0.11501
-1.5,-4.5596,0.016195,-0.017125,3.1885
-1.5,-3.7306,0.011933,-0.012095,3.1721
-1.5,-2.9016,0.0073564,-0.007403,3.1613
-1.5,-2.0726,0.0027878,-0.0028146,3.153
-1.5,-1.2435,-0.0015297,0.0015133,3.1323
-1.5,-0.41451,-0.005658,0.0056079,3.1134
-1.5,0.41451,-0.010286,0.010232,3.0839
-1.5,1.2435,-0.014929,0.014863,2.9585
-1.5,2.0726,-0.019577,0.01954,0.012034
-1.5,2.9016,-0.024072,0.024294,-0.054627
-1.5,3.7306,-0.028204,0.02937,-0.09647
-1.5,4.5596,-0.03197,0.034845,-0.13597
-2,-4.5596,0.013599,-0.014043,3.177
-2,-3.7306,0.0091694,-0.0092505,3.163
-2,-2.9016,0.0046081,-0.0046354,3.154
-2,-2.0726,0.00029538,-0.00030874,3.1431
-2,-1.2435,-0.0038355,0.0037992,3.1266
-2,-0.41451,-0.0084461,0.0083911,3.112
-2,0.41451,-0.013118,0.013006,3.0874
-2,1.2435,-0.017822,0.017676,3.0417
-2,2.0726,-0.022451,0.022324,0.45783
-2,2.9016,-0.026876,0.027115,-0.061389
-2,3.7306,-0.031038,0.032204,-0.11619
-2,4.5596,-0.034479,0.037856,-0.16163
