-0.78261,2.3478,-0.017086,0.017082,0.014284
-0.78261,3.913,-0.025825,0.025918,-0.015674
-0.78261,5.4783,-0.034543,0.034914,-0.037588
-0.78261,7.0435,-0.042862,0.044093,-0.062961
-0.78261,8.6087,-0.050515,0.053702,-0.092704
-0.78261,10.174,-0.056866,0.063874,-0.1293
-0.78261,11.739,-0.061918,0.07509,-0.16928
-0.78261,13.304,-0.064285,0.088656,-0.21093
-0.78261,14.87,-0.062584,0.10492,-0.25712
-0.78261,16.435,-0.055743,0.12524,-0.3088
-0.78261,18,-0.044606,0.1513,-0.36336
-10.174,11.739,-0.11552,0.13111,-0.45872
-10.174,13.304,-0.11348,0.15253,-0.51711
-10.174,14.87,-0.10498,0.18013,-0.57684
-10.174,16.435,-0.090794,0.21523,-0.63551
-10.174,18,-0.073775,0.25888,-0.68806
-11.739,13.304,-0.12891,0.15358,-0.57858
-11.739,14.87,-0.12165,0.18132,-0.63271
-11.739,16.435,-0.1073,0.21683,-0.69034
-11.739,18,-0.088232,0.2614,-0.74574
-13.304,14.87,-0.14186,0.1772,-0.69553
-13.304,16.435,-0.12854,0.21217,-0.74396
-13.304,18,-0.10863,0.25615,-0.79793
-14.87,16.435,-0.1543,0.20149,-0.802
-14.87,18,-0.13482,0.24418,-0.84847
-16.435,18,-0.16961,0.22641,-0.82953
-2.3478,3.913,-0.034732,0.03476,-0.023088
-2.3478,5.4783,-0.043277,0.043844,-0.057301
-2.3478,7.0435,-0.05128,0.053218,-0.090499
-2.3478,8.6087,-0.058583,0.06326,-0.12453
-2.3478,10.174,-0.064655,0.074281,-0.1633
-2.3478,11.739,-0.068612,0.08688,-0.20836
-2.3478,13.304,-0.069678,0.10181,-0.25329
-2.3478,14.87,-0.066053,0.12028,-0.30424
-2.3478,16.435,-0.05752,0.14375,-0.35873
-2.3478,18,-0.044094,0.17389,-0.41463
-3.913,5.4783,-0.052085,0.052609,-0.078691
-3.913,7.0435,-0.060066,0.062296,-0.121
-3.913,8.6087,-0.066792,0.072734,-0.16397
-3.913,10.174,-0.072029,0.084583,-0.20572
-3.913,11.739,-0.075698,0.098214,-0.25113
-3.913,13.304,-0.075284,0.11492,-0.30211
-3.913,14.87,-0.070094,0.13576,-0.35564
-3.913,16.435,-0.059709,0.16232,-0.41157
-3.913,18,-0.044891,0.19659,-0.46898
-5.4783,7.0435,-0.069138,0.070933,-0.15087
-5.4783,8.6087,-0.075784,0.081805,-0.19981
-5.4783,10.174,-0.080733,0.094289,-0.24891
-5.4783,11.739,-0.083283,0.1092,-0.30046
-5.4783,13.304,-0.081788,0.12749,-0.35395
-5.4783,14.87,-0.075348,0.1506,-0.40933
-5.4783,16.435,-0.064074,0.17997,-0.46598
-5.4783,18,-0.047695,0.21793,-0.52442
-7.0435,8.6087,-0.085608,0.089986,-0.23923
-7.0435,10.174,-0.090129,0.10304,-0.29749
-7.0435,11.739,-0.092236,0.1189,-0.35376
-7.0435,13.304,-0.089962,0.13861,-0.40711
-7.0435,14.87,-0.082477,0.16373,-0.46428
-7.0435,16.435,-0.069932,0.1957,-0.52224
-7.0435,18,-0.053212,0.23636,-0.57899
-8.6087,10.174,-0.10113,0.10995,-0.34373
-8.6087,11.739,-0.10255,0.12663,-0.40834
-8.6087,13.304,-0.1003,0.1473,-0.46167
-8.6087,14.87,-0.091928,0.17398,-0.52233
-8.6087,16.435,-0.078609,0.20781,-0.57814
-8.6087,18,-0.061721,0.25046,-0.63398
0.78261,18,-0.04641,0.12951,-0.30836
0.78261,16.435,-0.053476,0.10624,-0.26753
0.78261,14.87,-0.058758,0.088891,-0.21794
0.78261,13.304,-0.059045,0.074832,-0.17429
0.78261,11.739,-0.05567,0.063022,-0.13362
0.78261,10.174,-0.049933,0.052932,-0.098251
0.78261,8.6087,-0.042818,0.043401,-0.067903
0.78261,7.0435,-0.034785,0.034333,-0.042605
0.78261,5.4783,-0.026237,0.025513,-0.021981
0.78261,3.913,-0.017445,0.016792,-0.0054591
0.78261,2.3478,-0.0099078,0.0094229,0.0088551
0.78261,0.78261,-0.00024067,-0.00045065,0.00047065
10.174,18,-0.038108,0.043812,-0.068941
10.174,16.435,-0.0322,0.034646,-0.044751
10.174,14.87,-0.024973,0.025774,-0.025896
10.174,13.304,-0.016765,0.016937,-0.011918
10.174,11.739,-0.0095126,0.0095285,-0.0023454
10.174,10.174,0.00013789,-0.00012663,-9.9747e-06
10.174,8.6087,0.009644,-0.0096299,0.0020259
10.174,7.0435,0.017018,-0.016901,0.011127
10.174,5.4783,0.025945,-0.025471,0.024637
10.174,3.913,0.03502,-0.03375,0.043341
10.174,2.3478,0.044344,-0.041756,0.066466
10.174,0.78261,0.053982,-0.04945,0.095286
10.174,-0.78261,0.063875,-0.056866,0.12931
10.174,-2.3478,0.074282,-0.064653,0.16332
10.174,-3.913,0.084586,-0.072022,0.20576
10.174,-5.4783,0.0943,-0.080724,0.24914
10.174,-7.0435,0.10306,-0.090104,0.29808
10.174,-8.6087,0.11,-0.10108,0.34569
11.739,18,-0.031906,0.034473,-0.045365
11.739,16.435,-0.024876,0.025743,-0.026125
11.739,14.87,-0.016762,0.016951,-0.012117
11.739,13.304,-0.0094946,0.0095124,-0.0025881
11.739,11.739,0.00013584,-0.00012602,-8.425e-06
11.739,10.174,0.0096264,-0.0096105,0.0023483
11.739,8.6087,0.017014,-0.016873,0.011654
11.739,7.0435,0.025931,-0.025359,0.025272
11.739,5.4783,0.035023,-0.033498,0.043792
11.739,3.913,0.044391,-0.041174,0.066937
11.739,2.3478,0.054251,-0.04843,0.095696
11.739,0.78261,0.06424,-0.055325,0.12977
11.739,-0.78261,0.075091,-0.061916,0.16929
11.739,-2.3478,0.086885,-0.068608,0.20842
11.739,-3.913,0.098227,-0.075681,0.25129
11.739,-5.4783,0.10923,-0.083258,0.30082
11.739,-7.0435,0.11894,-0.092215,0.35425
11.739,-8.6087,0.12672,-0.10249,0.40995
11.739,-10.174,0.13127,-0.11536,0.46316
13.304,18,-0.024629,0.025596,-0.026208
13.304,16.435,-0.016664,0.016882,-0.01239
13.304,14.87,-0.0095723,0.0095922,-0.0027799
13.304,13.304,-0.00012669,0.00013517,7.312e-06
13.304,11.739,0.0095124,-0.0094946,0.0025881
13.304,10.174,0.016937,-0.016765,0.011918
13.304,8.6087,0.025884,-0.025218,0.025481
13.304,7.0435,0.034958,-0.03316,0.04409
13.304,5.4783,0.04435,-0.040516,0.067449
13.304,3.913,0.054323,-0.04741,0.09646
13.304,2.3478,0.065013,-0.053539,0.12878
13.304,0.78261,0.07625,-0.058918,0.1697
13.304,-0.78261,0.08866,-0.064277,0.21099
13.304,-2.3478,0.10182,-0.06966,0.2534
13.304,-3.913,0.11494,-0.075251,0.30233
13.304,-5.4783,0.12754,-0.081726,0.35436
13.304,-7.0435,0.13871,-0.089863,0.40784
13.304,-8.6087,0.14746,-0.10015,0.46302
13.304,-10.174,0.15276,-0.11324,0.51977
13.304,-11.739,0.15391,-0.12864,0.58542
14.87,18,-0.016622,0.016858,-0.0124
14.87,16.435,-0.009458,0.00948,-0.002928
14.87,14.87,0.00013464,-0.00012741,-6.446e-06
14.87,13.304,0.0095922,-0.0095723,0.0027799
14.87,11.739,0.016951,-0.016762,0.012117
14.87,10.174,0.025774,-0.024973,0.025896
14.87,8.6087,0.03482,-0.032738,0.044369
14.87,7.0435,0.044234,-0.039803,0.067943
14.87,5.4783,0.054242,-0.046171,0.096391
14.87,3.913,0.065238,-0.051386,0.13001
14.87,2.3478,0.07729,-0.055768,0.16767
14.87,0.78261,0.090439,-0.059112,0.21205
14.87,-0.78261,0.10493,-0.062561,0.25722
14.87,-2.3478,0.12031,-0.066009,0.30443
14.87,-3.913,0.13582,-0.070019,0.35599
14.87,-5.4783,0.15071,-0.075233,0.40989
14.87,-7.0435,0.16391,-0.08231,0.46517
14.87,-8.6087,0.17425,-0.091672,0.52404
14.87,-10.174,0.1805,-0.10469,0.57899
14.87,-11.739,0.18177,-0.1213,0.63615
14.87,-13.304,0.17773,-0.14156,0.70331
16.435,18,-0.0094872,0.0095114,-0.0030525
16.435,16.435,-0.00012536,0.00013185,5.4584e-06
16.435,14.87,0.00948,-0.009458,0.002928
16.435,13.304,0.016882,-0.016664,0.01239
16.435,11.739,0.025743,-0.024876,0.026125
16.435,10.174,0.034646,-0.0322,0.044751
16.435,8.6087,0.044053,-0.039012,0.068438
16.435,7.0435,0.05414,-0.044557,0.097238
16.435,5.4783,0.065253,-0.04883,0.13089
16.435,3.913,0.077797,-0.051749,0.16927
16.435,2.3478,0.091973,-0.053572,0.21194
16.435,0.78261,0.10783,-0.054401,0.26066
16.435,-0.78261,0.12527,-0.055692,0.30899
16.435,-2.3478,0.14382,-0.057424,0.35909
16.435,-3.913,0.16241,-0.059616,0.41191
16.435,-5.4783,0.18016,-0.063948,0.46664
16.435,-7.0435,0.19597,-0.069763,0.52312
16.435,-8.6087,0.2082,-0.078335,0.57941
16.435,-10.174,0.21575,-0.090457,0.63711
16.435,-11.739,0.21746,-0.10686,0.69298
16.435,-13.304,0.21282,-0.12808,0.74745
16.435,-14.87,0.20213,-0.15391,0.80822
18,18,-0.00010397,-0.00010397,-1.51e-16
18,16.435,0.0094639,-0.0094397,0.0030512
18,14.87,0.016858,-0.016622,0.0124
18,13.304,0.025596,-0.024629,0.026208
18,11.739,0.034473,-0.031906,0.045365
18,10.174,0.043812,-0.038108,0.068944
18,8.6087,0.053891,-0.042842,0.098083
18,7.0435,0.065137,-0.045899,0.13211
18,5.4783,0.078052,-0.047262,0.17099
18,3.913,0.093048,-0.047223,0.21407
18,2.3478,0.11023,-0.046621,0.26009
18,0.78261,0.12984,-0.045289,0.31251
18,-0.78261,0.15138,-0.044481,0.3637
18,-2.3478,0.17405,-0.043915,0.41512
18,-3.913,0.19685,-0.044653,0.46966
18,-5.4783,0.2183,-0.047403,0.52529
18,-7.0435,0.23685,-0.052884,0.58003
18,-8.6087,0.25109,-0.061346,0.63533
18,-10.174,0.2596,-0.073388,0.68962
18,-11.739,0.26222,-0.08785,0.74766
18,-13.304,0.25694,-0.10823,0.79987
18,-14.87,0.2449,-0.1344,0.85065
18,-16.435,0.22669,-0.16589,0.90395
2.3478,18,-0.046834,0.11015,-0.25936
2.3478,16.435,-0.053553,0.091981,-0.21201
2.3478,14.87,-0.055762,0.077291,-0.16769
2.3478,13.304,-0.053538,0.065013,-0.12879
2.3478,11.739,-0.04843,0.054251,-0.095698
2.3478,10.174,-0.041756,0.044344,-0.066466
2.3478,8.6087,-0.033968,0.034969,-0.042655
2.3478,7.0435,-0.02563,0.025922,-0.023401
2.3478,5.4783,-0.016991,0.017046,-0.0083986
2.3478,3.913,-0.0096886,0.0097059,0.0024495
2.3478,2.3478,-0.00011656,0.00014457,4.6026e-05
2.3478,0.78261,0.0096626,-0.0096488,-0.0095117
2.3478,-0.78261,0.017082,-0.017086,-0.014284
3.913,18,-0.047351,0.093019,-0.2137
3.913,16.435,-0.051742,0.077798,-0.16929
3.913,14.87,-0.051385,0.065238,-0.13001
3.913,13.304,-0.04741,0.054323,-0.096461
3.913,11.739,-0.041174,0.044391,-0.066937
3.913,10.174,-0.03375,0.03502,-0.043341
3.913,8.6087,-0.025623,0.025992,-0.02412
3.913,7.0435,-0.017012,0.017082,-0.00966
3.913,5.4783,-0.0096792,0.0096918,0.00021699
3.913,3.913,-0.00012023,0.00014102,2.722e-05
3.913,2.3478,0.0096055,-0.0095882,-0.0024533
3.913,0.78261,0.017104,-0.01708,0.0046287
3.913,-0.78261,0.025918,-0.025825,0.015674
3.913,-2.3478,0.03476,-0.034732,0.023088
7.0435,18,-0.045917,0.065137,-0.13205
7.0435,16.435,-0.044556,0.05414,-0.097241
7.0435,14.87,-0.039803,0.044234,-0.067943
7.0435,13.304,-0.03316,0.034958,-0.04409
7.0435,11.739,-0.025359,0.025931,-0.025272
7.0435,10.174,-0.016901,0.017018,-0.011127
7.0435,8.6087,-0.0096472,0.00966,-0.0015762
7.0435,7.0435,-0.00012336,0.00013812,1.4685e-05
7.0435,5.4783,0.0095767,-0.0095647,0.00090029
7.0435,3.913,0.017082,-0.017012,0.00966
7.0435,2.3478,0.025922,-0.02563,0.023401
7.0435,0.78261,0.034958,-0.034287,0.04094
7.0435,-0.78261,0.044093,-0.042862,0.062961
7.0435,-2.3478,0.053218,-0.05128,0.0905
7.0435,-3.913,0.062297,-0.060066,0.12101
7.0435,-5.4783,0.070934,-0.069137,0.15095
8.6087,18,-0.042846,0.053892,-0.098066
8.6087,16.435,-0.039012,0.044053,-0.068439
8.6087,14.87,-0.032738,0.03482,-0.044369
8.6087,13.304,-0.025218,0.025884,-0.025481
8.6087,11.739,-0.016873,0.017014,-0.011654
8.6087,10.174,-0.0096293,0.0096435,-0.0020258
8.6087,8.6087,-0.00012436,0.00013722,1.1836e-05
8.6087,7.0435,0.0095613,-0.0095486,0.0015732
8.6087,5.4783,0.017052,-0.016957,0.010717
8.6087,3.913,0.025992,-0.025623,0.02412
8.6087,2.3478,0.034969,-0.033968,0.042655
8.6087,0.78261,0.04423,-0.042293,0.065637
8.6087,-0.78261,0.053702,-0.050515,0.092705
8.6087,-2.3478,0.06326,-0.058583,0.12453
8.6087,-3.913,0.072735,-0.06679,0.16401
8.6087,-5.4783,0.081808,-0.075781,0.19994
8.6087,-7.0435,0.089997,-0.085599,0.2398
